Date,Day_of_Week,Month,Month_Name,Quarter,Week_of_Year,Is_Weekend,Holiday,Clinic_Type,Provider_Count,Available_Slots,Scheduled_Appointments,Completed_Appointments,Cancelled_Appointments,No_Shows,Walk_Ins,Patient_Volume,Average_Wait_Time,Capacity_Utilization,Revenue,Claims_Submitted,Claims_Denied,Staffing_Level
2024-09-27,Friday,9,September,3,39,0,0,Pediatrics,7,105,82,79,3,6,6,79,54.9,75.2,2547.17,71,3,12
2024-09-28,Saturday,9,September,3,39,1,0,Pediatrics,7,126,73,82,2,6,17,82,37.9,65.1,2789.77,76,6,13
2024-09-29,Sunday,9,September,3,39,1,0,General OPD,6,108,101,109,2,6,16,109,74.3,100.9,3440.78,101,6,12
2024-09-30,Monday,9,September,3,40,0,0,General OPD,8,136,133,142,4,10,23,142,82.9,104.4,4366.7,130,9,14
2024-10-01,Tuesday,10,October,4,40,0,0,General OPD,8,144,126,138,7,9,28,138,70.4,95.8,4298.06,135,6,14
2024-10-02,Wednesday,10,October,4,40,0,0,General OPD,7,126,113,121,6,7,21,121,73.1,96.0,4396.43,115,10,13
2024-10-03,Thursday,10,October,4,40,0,0,General OPD,6,108,95,97,5,8,15,97,62.8,89.8,3003.5,91,5,8
2024-10-04,Friday,10,October,4,40,0,0,General OPD,7,126,116,116,3,10,13,116,64.5,92.1,3990.51,108,6,9
2024-10-05,Saturday,10,October,4,40,1,0,General OPD,8,136,72,72,2,5,7,72,41.0,52.9,2403.91,65,4,12
2024-10-06,Sunday,10,October,4,40,1,0,General OPD,6,96,82,94,3,6,21,94,77.8,97.9,2645.47,86,7,10
2024-10-07,Monday,10,October,4,41,0,0,Surgical OPD,6,96,108,123,4,7,26,123,100.0,125.0,4084.57,117,8,9
2024-10-08,Tuesday,10,October,4,41,0,0,Pediatrics,7,105,102,116,4,6,24,116,90.1,110.5,2998.06,113,6,9
2024-10-09,Wednesday,10,October,4,41,0,0,Medicine,6,108,115,119,4,5,13,119,88.2,110.2,3999.08,114,11,12
2024-10-10,Thursday,10,October,4,41,0,0,Medicine,6,102,111,113,5,7,14,113,85.8,110.8,4018.78,103,7,9
2024-10-11,Friday,10,October,4,41,0,0,Pediatrics,6,90,92,100,4,6,18,100,87.3,111.1,3648.57,92,6,11
2024-10-12,Saturday,10,October,4,41,1,0,General OPD,7,105,74,77,3,5,11,77,56.3,73.3,2170.57,68,2,9
2024-10-13,Sunday,10,October,4,41,1,0,Pediatrics,7,112,76,88,4,6,22,88,58.2,78.6,2627.27,78,4,11
2024-10-14,Monday,10,October,4,42,0,0,Pediatrics,6,102,116,123,7,7,21,123,97.5,120.6,4075.76,114,6,8
2024-10-15,Tuesday,10,October,4,42,0,0,Medicine,8,136,120,129,7,9,25,129,69.1,94.9,3882.42,120,6,10
2024-10-16,Wednesday,10,October,4,42,0,0,Pediatrics,8,136,115,121,6,6,18,121,63.7,89.0,2938.42,110,4,10
2024-10-17,Thursday,10,October,4,42,0,0,General OPD,7,112,118,119,6,8,15,119,84.9,106.2,3550.15,112,9,9
2024-10-18,Friday,10,October,4,42,0,0,General OPD,8,128,106,109,4,7,14,109,58.6,85.2,3610.17,104,4,13
2024-10-19,Saturday,10,October,4,42,1,0,General OPD,7,112,65,65,4,5,9,65,38.5,58.0,2357.56,59,2,11
2024-10-20,Sunday,10,October,4,42,1,0,Pediatrics,7,112,77,87,2,6,18,87,47.1,77.7,3371.84,83,4,9
2024-10-21,Monday,10,October,4,43,0,0,Pediatrics,6,96,124,118,7,9,10,118,100.0,122.9,3834.98,106,9,11
2024-10-22,Tuesday,10,October,4,43,0,0,General OPD,9,162,110,118,4,7,19,118,58.3,72.8,4043.39,110,5,12
2024-10-23,Wednesday,10,October,4,43,0,0,Surgical OPD,7,126,99,108,6,6,21,108,49.7,85.7,3871.06,104,6,9
2024-10-24,Thursday,10,October,4,43,0,0,Pediatrics,7,119,118,119,6,12,19,119,74.9,100.0,2831.93,111,8,12
2024-10-25,Friday,10,October,4,43,0,0,General OPD,7,105,98,102,4,6,14,102,75.4,97.1,2848.16,99,6,13
2024-10-26,Saturday,10,October,4,43,1,0,General OPD,8,136,65,65,3,5,8,65,28.5,47.8,2106.67,58,4,11
2024-10-27,Sunday,10,October,4,43,1,0,General OPD,8,120,82,93,4,6,21,93,47.5,77.5,3554.81,87,5,12
2024-10-28,Monday,10,October,4,44,0,0,General OPD,8,128,124,124,6,10,16,124,70.7,96.9,4280.36,116,7,10
2024-10-29,Tuesday,10,October,4,44,0,0,General OPD,8,120,141,147,6,12,24,147,100.0,122.5,4897.86,139,13,10
2024-10-30,Wednesday,10,October,4,44,0,0,General OPD,7,119,119,121,5,8,15,121,78.2,101.7,3761.59,117,7,12
2024-10-31,Thursday,10,October,4,44,0,0,General OPD,8,136,109,106,6,9,12,106,60.4,77.9,3572.96,101,6,12
2024-11-01,Friday,11,November,4,44,0,0,General OPD,7,105,92,86,3,11,8,86,50.6,81.9,2546.82,82,4,13
2024-11-02,Saturday,11,November,4,44,1,0,Surgical OPD,8,144,58,64,3,5,14,64,38.2,44.4,1848.36,58,1,11
2024-11-03,Sunday,11,November,4,44,1,0,General OPD,8,128,97,98,5,10,16,98,50.7,76.6,2864.37,90,6,12
2024-11-04,Monday,11,November,4,45,0,0,Pediatrics,7,112,111,118,7,9,23,118,82.4,105.4,4408.71,111,9,9
2024-11-05,Tuesday,11,November,4,45,0,0,General OPD,8,136,121,132,4,7,22,132,71.4,97.1,3780.35,123,9,13
2024-11-06,Wednesday,11,November,4,45,0,0,Surgical OPD,8,144,98,99,4,8,13,99,62.1,68.8,3010.08,97,5,14
2024-11-07,Thursday,11,November,4,45,0,0,General OPD,5,75,115,118,5,8,16,118,100.0,125.0,3998.32,106,7,10
2024-11-08,Friday,11,November,4,45,0,0,General OPD,8,128,103,96,6,6,5,96,43.8,75.0,2734.01,88,5,11
2024-11-09,Saturday,11,November,4,45,1,0,Surgical OPD,7,126,34,40,2,2,10,40,27.8,31.7,1316.19,37,2,11
2024-11-10,Sunday,11,November,4,45,1,0,Medicine,7,112,84,91,3,6,16,91,50.7,81.2,2994.19,88,6,12
2024-11-11,Monday,11,November,4,46,0,0,Medicine,7,126,131,137,6,7,19,137,79.7,108.7,4041.8,133,9,12
2024-11-12,Tuesday,11,November,4,46,0,0,General OPD,7,126,140,129,10,16,15,129,71.2,102.4,3994.47,118,7,9
2024-11-13,Wednesday,11,November,4,46,0,0,General OPD,8,136,115,124,6,10,25,124,63.1,91.2,3499.99,110,7,13
2024-11-14,Thursday,11,November,4,46,0,0,Medicine,6,96,100,107,7,7,21,107,85.7,111.5,4015.82,99,8,12
2024-11-15,Friday,11,November,4,46,0,0,Surgical OPD,7,105,72,84,4,5,21,84,49.5,80.0,2774.55,77,7,11
2024-11-16,Saturday,11,November,4,46,1,0,Pediatrics,8,136,74,80,5,7,18,80,54.6,58.8,2224.43,78,4,11
2024-11-17,Sunday,11,November,4,46,1,0,Pediatrics,9,153,65,70,3,7,15,70,35.3,45.8,2275.37,65,4,14
2024-11-18,Monday,11,November,4,47,0,0,General OPD,7,105,155,153,8,13,19,153,100.0,125.0,5001.02,139,9,13
2024-11-19,Tuesday,11,November,4,47,0,0,Medicine,7,119,137,140,7,10,20,140,100.0,117.6,3223.79,128,9,10
2024-11-20,Wednesday,11,November,4,47,0,0,General OPD,8,144,122,131,6,12,27,131,61.5,91.0,4894.39,120,8,14
2024-11-21,Thursday,11,November,4,47,0,0,General OPD,8,144,106,106,6,8,14,106,45.3,73.6,2972.41,102,5,13
2024-11-22,Friday,11,November,4,47,0,0,Pediatrics,7,112,108,112,4,9,17,112,73.7,100.0,4520.42,99,4,12
2024-11-23,Saturday,11,November,4,47,1,0,Pediatrics,8,128,47,58,3,4,18,58,48.4,45.3,2040.51,53,4,12
2024-11-24,Sunday,11,November,4,47,1,0,General OPD,6,90,76,86,3,5,18,86,67.1,95.6,2364.37,84,5,8
2024-11-25,Monday,11,November,4,48,0,0,General OPD,7,112,118,122,7,4,15,122,81.6,108.9,3750.65,109,7,13
2024-11-26,Tuesday,11,November,4,48,0,0,Pediatrics,8,144,141,144,9,9,21,144,77.1,100.0,5139.43,137,8,10
2024-11-27,Wednesday,11,November,4,48,0,0,General OPD,6,90,125,128,6,11,20,128,100.0,125.0,3974.27,117,9,8
2024-11-28,Thursday,11,November,4,48,0,0,Pediatrics,7,105,109,116,4,9,20,116,100.0,110.5,4258.7,109,6,10
2024-11-29,Friday,11,November,4,48,0,0,General OPD,7,112,99,96,6,9,12,96,53.2,85.7,2927.59,85,4,10
2024-11-30,Saturday,11,November,4,48,1,0,Pediatrics,8,144,69,69,4,4,8,69,48.2,47.9,2186.29,63,3,14
2024-12-01,Sunday,12,December,4,48,1,0,Pediatrics,6,90,67,77,4,7,21,77,62.8,85.6,2756.65,72,4,8
2024-12-02,Monday,12,December,4,49,0,0,General OPD,8,144,128,132,6,10,20,132,62.7,91.7,4542.59,119,8,12
2024-12-03,Tuesday,12,December,4,49,0,0,General OPD,8,144,129,122,9,10,12,122,56.1,84.7,3452.49,114,5,10
2024-12-04,Wednesday,12,December,4,49,0,0,General OPD,7,126,106,114,3,9,20,114,58.0,90.5,3845.93,103,7,10
2024-12-05,Thursday,12,December,4,49,0,0,General OPD,7,112,108,114,6,5,17,114,74.6,101.8,3724.36,108,5,9
2024-12-06,Friday,12,December,4,49,0,0,Surgical OPD,8,136,81,81,5,4,9,81,42.9,59.6,2296.6,79,4,13
2024-12-07,Saturday,12,December,4,49,1,0,General OPD,7,119,74,78,4,4,12,78,48.3,65.5,2062.17,69,4,12
2024-12-08,Sunday,12,December,4,49,1,0,Medicine,9,135,80,89,4,7,20,89,40.6,65.9,2160.43,80,5,13
2024-12-09,Monday,12,December,4,50,0,0,General OPD,7,126,121,130,5,8,22,130,80.6,103.2,4006.9,125,9,13
2024-12-10,Tuesday,12,December,4,50,0,0,Medicine,8,128,117,115,6,12,16,115,61.5,89.8,3655.16,108,6,10
2024-12-11,Wednesday,12,December,4,50,0,0,Medicine,8,144,142,152,4,10,24,152,84.0,105.6,5170.78,135,8,13
2024-12-12,Thursday,12,December,4,50,0,0,Pediatrics,7,126,123,134,5,6,22,134,85.6,106.3,4727.78,124,9,13
2024-12-13,Friday,12,December,4,50,0,0,Pediatrics,6,96,101,101,4,6,10,101,80.4,105.2,3064.8,91,6,11
2024-12-14,Saturday,12,December,4,50,1,0,General OPD,8,136,79,73,5,6,5,73,44.6,53.7,2311.74,66,3,14
2024-12-15,Sunday,12,December,4,50,1,0,General OPD,8,144,78,89,3,6,20,89,45.4,61.8,2577.89,87,5,14
2024-12-16,Monday,12,December,4,51,0,0,Surgical OPD,8,144,79,89,4,4,18,89,49.5,61.8,2879.06,85,5,13
2024-12-17,Tuesday,12,December,4,51,0,0,Medicine,8,136,132,139,6,11,24,139,79.3,102.2,4986.49,132,7,11
2024-12-18,Wednesday,12,December,4,51,0,0,Surgical OPD,7,112,110,124,5,9,28,124,89.3,110.7,4018.17,112,7,13
2024-12-19,Thursday,12,December,4,51,0,0,General OPD,8,120,98,96,5,6,9,96,53.5,80.0,3518.72,86,5,10
2024-12-20,Friday,12,December,4,51,0,0,Medicine,7,119,106,98,6,11,9,98,61.6,82.4,3509.1,95,4,12
2024-12-21,Saturday,12,December,4,51,1,0,Surgical OPD,8,120,51,57,3,3,12,57,41.4,47.5,2156.36,50,3,11
2024-12-22,Sunday,12,December,4,51,1,0,General OPD,8,120,84,96,5,5,22,96,47.4,80.0,3121.63,88,4,13
2024-12-23,Monday,12,December,4,52,0,0,General OPD,7,119,119,142,7,5,35,142,96.8,119.3,4241.58,129,5,11
2024-12-24,Tuesday,12,December,4,52,0,0,Medicine,7,126,136,139,7,13,23,139,86.7,110.3,4793.41,130,9,9
2024-12-25,Wednesday,12,December,4,52,0,1,Pediatrics,8,120,85,88,4,6,13,88,51.0,73.3,2684.74,80,2,12
2024-12-26,Thursday,12,December,4,52,0,0,Medicine,8,120,116,117,5,7,13,117,72.8,97.5,4020.05,107,5,14
2024-12-27,Friday,12,December,4,52,0,0,General OPD,7,112,125,123,5,6,9,123,82.5,109.8,3609.9,119,11,13
2024-12-28,Saturday,12,December,4,52,1,0,Medicine,7,126,60,69,3,4,16,69,42.3,54.8,1979.36,65,4,11
2024-12-29,Sunday,12,December,4,52,1,0,General OPD,8,120,74,82,3,8,19,82,47.2,68.3,3022.99,73,5,12
2024-12-30,Monday,12,December,4,1,0,0,General OPD,9,144,132,135,10,4,17,135,72.7,93.8,3773.21,129,6,15
2024-12-31,Tuesday,12,December,4,1,0,0,General OPD,8,144,124,129,7,7,19,129,57.0,89.6,4655.48,116,7,11
2025-01-01,Wednesday,1,January,1,1,0,0,Medicine,8,136,121,118,9,12,18,118,58.4,86.8,4052.61,109,8,10
2025-01-02,Thursday,1,January,1,1,0,0,Medicine,8,136,119,115,7,11,14,115,52.6,84.6,3723.38,109,7,13
2025-01-03,Friday,1,January,1,1,0,0,Pediatrics,7,112,108,108,5,7,12,108,79.8,96.4,2638.38,98,7,11
2025-01-04,Saturday,1,January,1,1,1,0,General OPD,7,119,77,80,4,6,13,80,54.5,67.2,3035.41,73,6,9
2025-01-05,Sunday,1,January,1,1,1,0,Medicine,7,105,78,91,3,6,22,91,50.2,86.7,2571.72,87,6,12
2025-01-06,Monday,1,January,1,2,0,0,General OPD,8,144,155,154,9,11,19,154,79.6,106.9,5515.14,150,7,13
2025-01-07,Tuesday,1,January,1,2,0,0,Medicine,8,120,136,135,7,14,20,135,95.0,112.5,3946.89,126,9,12
2025-01-08,Wednesday,1,January,1,2,0,0,Pediatrics,9,135,111,111,5,9,14,111,57.3,82.2,3209.6,98,5,12
2025-01-09,Thursday,1,January,1,2,0,0,General OPD,8,136,97,95,7,9,14,95,51.6,69.9,3294.07,87,3,11
2025-01-10,Friday,1,January,1,2,0,0,Pediatrics,8,120,100,99,7,7,13,99,56.1,82.5,3381.23,91,6,10
2025-01-11,Saturday,1,January,1,2,1,0,General OPD,8,136,86,83,6,3,6,83,50.2,61.0,2275.83,76,5,10
2025-01-12,Sunday,1,January,1,2,1,0,Medicine,9,162,92,97,6,5,16,97,48.9,59.9,3661.46,90,5,15
2025-01-13,Monday,1,January,1,3,0,0,Pediatrics,8,144,124,138,5,7,26,138,68.3,95.8,4302.26,130,8,11
2025-01-14,Tuesday,1,January,1,3,0,0,General OPD,7,105,143,149,8,10,24,149,100.0,125.0,4809.08,133,6,9
2025-01-15,Wednesday,1,January,1,3,0,0,Surgical OPD,9,144,112,115,6,12,21,115,45.5,79.9,3543.34,104,7,15
2025-01-16,Thursday,1,January,1,3,0,0,General OPD,7,119,121,124,5,9,17,124,79.7,104.2,3421.03,115,8,12
2025-01-17,Friday,1,January,1,3,0,0,Pediatrics,10,170,94,92,5,7,10,92,33.1,54.1,3214.56,84,5,12
2025-01-18,Saturday,1,January,1,3,1,0,Surgical OPD,8,120,78,77,4,7,10,77,48.1,64.2,2553.18,75,3,14
2025-01-19,Sunday,1,January,1,3,1,0,Pediatrics,9,153,93,105,6,4,22,105,47.3,68.6,3021.86,97,3,12
2025-01-20,Monday,1,January,1,4,0,0,General OPD,8,136,140,143,13,8,24,143,91.1,105.1,5116.04,138,12,13
2025-01-21,Tuesday,1,January,1,4,0,0,Surgical OPD,8,128,104,111,6,6,19,111,60.1,86.7,3576.35,108,5,10
2025-01-22,Wednesday,1,January,1,4,0,0,Pediatrics,8,128,145,137,9,11,12,137,83.6,107.0,4425.85,132,9,11
2025-01-23,Thursday,1,January,1,4,0,0,General OPD,8,120,122,117,7,10,12,117,63.8,97.5,4575.41,104,5,13
2025-01-24,Friday,1,January,1,4,0,0,General OPD,9,144,116,113,8,9,14,113,47.0,78.5,2889.18,110,3,13
2025-01-25,Saturday,1,January,1,4,1,0,Medicine,8,120,80,80,4,6,10,80,51.4,66.7,2041.21,71,4,11
2025-01-26,Sunday,1,January,1,4,1,0,Pediatrics,9,162,82,88,7,5,18,88,40.9,54.3,2324.61,78,5,13
2025-01-27,Monday,1,January,1,5,0,0,Pediatrics,10,150,122,133,7,9,27,133,73.6,88.7,4449.45,123,5,12
2025-01-28,Tuesday,1,January,1,5,0,0,Surgical OPD,8,144,105,115,6,6,22,115,53.5,79.9,3514.84,103,7,14
2025-01-29,Wednesday,1,January,1,5,0,0,Medicine,9,135,119,120,9,10,20,120,62.0,88.9,3705.82,108,6,11
2025-01-30,Thursday,1,January,1,5,0,0,General OPD,9,153,114,119,6,7,18,119,46.4,77.8,3359.41,108,5,12
2025-01-31,Friday,1,January,1,5,0,0,General OPD,10,160,124,117,9,6,8,117,55.6,73.1,4523.34,106,4,14
2025-02-01,Saturday,2,February,1,5,1,0,General OPD,8,144,82,80,6,6,10,80,38.4,55.6,3200.33,76,5,12
2025-02-02,Sunday,2,February,1,5,1,0,Medicine,8,120,92,103,5,4,20,103,59.9,85.8,3666.35,93,3,13
2025-02-03,Monday,2,February,1,6,0,0,General OPD,8,128,151,145,13,14,21,145,95.7,113.3,3765.77,135,7,10
2025-02-04,Tuesday,2,February,1,6,0,0,Pediatrics,9,135,136,138,9,11,22,138,78.2,102.2,4147.23,135,9,11
2025-02-05,Wednesday,2,February,1,6,0,0,Medicine,8,128,122,123,9,9,19,123,78.9,96.1,4343.11,114,7,11
2025-02-06,Thursday,2,February,1,6,0,0,Medicine,10,160,142,144,11,6,19,144,59.4,90.0,4581.6,136,6,14
2025-02-07,Friday,2,February,1,6,0,0,General OPD,10,150,102,102,8,6,14,102,57.0,68.0,3632.11,100,7,13
2025-02-08,Saturday,2,February,1,6,1,0,Medicine,8,144,118,117,8,8,15,117,48.2,81.2,4327.98,105,4,11
2025-02-09,Sunday,2,February,1,6,1,0,General OPD,8,144,109,116,8,7,22,116,58.3,80.6,4596.94,107,6,12
2025-02-10,Monday,2,February,1,7,0,0,Medicine,9,153,144,154,11,6,27,154,75.2,100.7,4524.6,149,9,12
2025-02-11,Tuesday,2,February,1,7,0,0,General OPD,10,160,158,173,8,8,31,173,81.6,108.1,5592.25,168,10,14
2025-02-12,Wednesday,2,February,1,7,0,0,General OPD,9,153,134,136,6,9,17,136,52.8,88.9,4112.22,128,7,12
2025-02-13,Thursday,2,February,1,7,0,0,Medicine,8,136,124,135,8,6,25,135,72.8,99.3,3239.58,121,7,14
2025-02-14,Friday,2,February,1,7,0,0,General OPD,9,135,116,108,5,11,8,108,52.4,80.0,3759.09,105,5,12
2025-02-15,Saturday,2,February,1,7,1,0,General OPD,8,120,84,93,5,7,21,93,53.7,77.5,3185.6,83,4,11
2025-02-16,Sunday,2,February,1,7,1,0,Medicine,9,135,89,92,6,5,14,92,52.3,68.1,2742.77,84,6,15
2025-02-17,Monday,2,February,1,8,0,0,Medicine,8,128,125,127,8,11,21,127,70.0,99.2,3252.19,117,7,10
2025-02-18,Tuesday,2,February,1,8,0,0,Pediatrics,8,120,128,131,8,11,22,131,95.3,109.2,3990.72,121,9,12
2025-02-19,Wednesday,2,February,1,8,0,0,Medicine,10,150,127,126,7,10,16,126,53.1,84.0,4400.49,121,7,15
2025-02-20,Thursday,2,February,1,8,0,0,Pediatrics,8,128,115,114,8,8,15,114,64.4,89.1,4257.82,109,7,14
2025-02-21,Friday,2,February,1,8,0,0,General OPD,8,128,142,135,7,9,9,135,82.3,105.5,3935.21,129,9,10
2025-02-22,Saturday,2,February,1,8,1,0,General OPD,9,162,82,82,3,5,8,82,39.8,50.6,2987.32,72,3,12
2025-02-23,Sunday,2,February,1,8,1,0,General OPD,9,135,100,106,6,5,17,106,53.5,78.5,3655.93,99,6,11
2025-02-24,Monday,2,February,1,9,0,0,Surgical OPD,9,135,127,132,10,12,27,132,67.5,97.8,4442.19,126,7,15
2025-02-25,Tuesday,2,February,1,9,0,0,Pediatrics,9,135,143,146,9,9,21,146,83.2,108.1,3916.57,135,7,12
2025-02-26,Wednesday,2,February,1,9,0,0,General OPD,9,162,153,157,8,11,23,157,64.4,96.9,4238.94,153,11,11
2025-02-27,Thursday,2,February,1,9,0,0,Pediatrics,9,135,144,137,10,8,11,137,74.1,101.5,3928.73,132,8,14
2025-02-28,Friday,2,February,1,9,0,0,Surgical OPD,8,144,121,111,9,8,7,111,50.4,77.1,3407.08,105,6,12
2025-03-01,Saturday,3,March,1,9,1,0,General OPD,9,153,96,94,6,11,15,94,49.9,61.4,3685.08,83,2,13
2025-03-02,Sunday,3,March,1,9,1,0,Pediatrics,9,162,85,99,5,5,24,99,43.8,61.1,2905.75,94,6,15
2025-03-03,Monday,3,March,1,10,0,0,Pediatrics,8,136,137,136,10,13,22,136,72.8,100.0,4771.56,132,12,11
2025-03-04,Tuesday,3,March,1,10,0,0,Pediatrics,9,135,140,149,6,10,25,149,89.1,110.4,4491.0,137,9,12
2025-03-05,Wednesday,3,March,1,10,0,0,General OPD,10,170,149,154,8,12,25,154,64.2,90.6,5219.19,148,8,14
2025-03-06,Thursday,3,March,1,10,0,0,Medicine,9,162,146,140,7,14,15,140,55.0,86.4,4444.73,128,7,11
2025-03-07,Friday,3,March,1,10,0,0,Surgical OPD,10,160,112,107,9,8,12,107,50.1,66.9,3499.77,100,6,13
2025-03-08,Saturday,3,March,1,10,1,0,Pediatrics,9,153,79,83,6,5,15,83,41.5,54.2,2778.71,78,4,14
2025-03-09,Sunday,3,March,1,10,1,0,Medicine,8,136,111,116,8,7,20,116,53.7,85.3,3596.25,110,7,13
2025-03-10,Monday,3,March,1,11,0,0,Surgical OPD,9,135,119,120,6,8,15,120,58.6,88.9,4019.74,116,9,12
2025-03-11,Tuesday,3,March,1,11,0,0,Medicine,9,162,140,138,11,14,23,138,61.2,85.2,5097.12,125,8,12
2025-03-12,Wednesday,3,March,1,11,0,0,General OPD,10,170,146,147,12,6,19,147,55.8,86.5,4260.58,133,7,14
2025-03-13,Thursday,3,March,1,11,0,0,Pediatrics,10,170,138,134,10,6,12,134,54.8,78.8,4923.62,127,5,16
2025-03-14,Friday,3,March,1,11,0,0,Pediatrics,9,153,118,117,8,5,12,117,46.0,76.5,3619.88,105,5,13
2025-03-15,Saturday,3,March,1,11,1,0,Pediatrics,9,153,94,90,7,5,8,90,50.0,58.8,2746.44,83,4,15
2025-03-16,Sunday,3,March,1,11,1,0,Medicine,9,144,96,92,7,8,11,92,43.8,63.9,3201.44,81,3,14
2025-03-17,Monday,3,March,1,12,0,0,Surgical OPD,8,144,138,137,11,11,21,137,70.9,95.1,4197.04,122,9,14
2025-03-18,Tuesday,3,March,1,12,0,0,Surgical OPD,9,135,117,126,9,7,25,126,65.4,93.3,4192.86,119,8,13
2025-03-19,Wednesday,3,March,1,12,0,0,Pediatrics,10,150,135,135,9,9,18,135,64.4,90.0,4441.9,129,6,13
2025-03-20,Thursday,3,March,1,12,0,0,General OPD,9,144,156,150,9,8,11,150,82.5,104.2,3549.91,134,6,15
2025-03-21,Friday,3,March,1,12,0,0,Surgical OPD,10,180,127,121,8,7,9,121,47.5,67.2,4074.11,109,7,14
2025-03-22,Saturday,3,March,1,12,1,0,Medicine,9,153,98,98,7,8,15,98,37.5,64.1,2571.09,87,3,14
2025-03-23,Sunday,3,March,1,12,1,1,General OPD,9,144,87,98,5,8,24,98,54.1,68.1,2600.97,90,5,15
2025-03-24,Monday,3,March,1,13,0,0,Surgical OPD,9,162,128,137,7,8,24,137,55.4,84.6,4584.82,122,6,14
2025-03-25,Tuesday,3,March,1,13,0,0,Medicine,9,153,148,151,10,14,27,151,75.2,98.7,5156.1,139,10,14
2025-03-26,Wednesday,3,March,1,13,0,0,Pediatrics,9,144,148,138,12,13,15,138,73.2,95.8,5081.19,132,9,11
2025-03-27,Thursday,3,March,1,13,0,0,Pediatrics,9,162,132,125,9,13,15,125,50.5,77.2,3455.32,119,5,15
2025-03-28,Friday,3,March,1,13,0,0,General OPD,10,150,124,124,8,8,16,124,57.8,82.7,3600.33,113,8,14
2025-03-29,Saturday,3,March,1,13,1,0,General OPD,9,135,102,92,7,10,7,92,44.9,68.1,3114.89,87,4,15
2025-03-30,Sunday,3,March,1,13,1,0,General OPD,8,144,109,104,7,12,14,104,52.4,72.2,3837.3,101,6,14
2025-03-31,Monday,3,March,1,14,0,0,Medicine,8,120,158,166,7,10,25,166,100.0,125.0,5439.6,152,11,13
2025-04-01,Tuesday,4,April,2,14,0,0,General OPD,9,162,144,146,11,10,23,146,60.5,90.1,4159.25,133,11,14
2025-04-02,Wednesday,4,April,2,14,0,0,General OPD,9,153,150,146,11,8,15,146,69.5,95.4,5551.75,137,8,14
2025-04-03,Thursday,4,April,2,14,0,0,General OPD,9,162,140,132,9,7,8,132,49.4,81.5,4085.47,119,4,14
2025-04-04,Friday,4,April,2,14,0,0,Pediatrics,9,153,126,127,10,6,17,127,56.9,83.0,3946.55,120,6,13
2025-04-05,Saturday,4,April,2,14,1,0,Surgical OPD,9,144,81,75,7,4,5,75,43.5,52.1,1969.25,72,5,12
2025-04-06,Sunday,4,April,2,14,1,0,General OPD,9,162,141,140,11,10,20,140,59.7,86.4,4885.49,130,7,11
2025-04-07,Monday,4,April,2,15,0,0,General OPD,9,144,166,166,9,10,19,166,100.0,115.3,5878.13,157,11,14
2025-04-08,Tuesday,4,April,2,15,0,0,Medicine,10,150,172,175,10,13,26,175,95.4,116.7,5105.92,165,10,15
2025-04-09,Wednesday,4,April,2,15,0,0,Pediatrics,10,170,172,160,14,13,15,160,67.5,94.1,6240.77,141,4,12
2025-04-10,Thursday,4,April,2,15,0,0,General OPD,8,144,128,139,6,8,25,139,64.8,96.5,4121.56,125,6,13
2025-04-11,Friday,4,April,2,15,0,0,Pediatrics,9,144,130,127,8,9,14,127,68.1,88.2,4381.63,123,7,12
2025-04-12,Saturday,4,April,2,15,1,0,General OPD,9,153,136,133,10,8,15,133,51.1,86.9,4374.98,130,5,15
2025-04-13,Sunday,4,April,2,15,1,0,General OPD,9,153,107,109,5,7,14,109,51.2,71.2,2604.86,104,4,11
2025-04-14,Monday,4,April,2,16,0,0,Pediatrics,10,150,146,148,10,8,20,148,70.3,98.7,5057.99,144,8,14
2025-04-15,Tuesday,4,April,2,16,0,0,General OPD,9,135,149,148,12,10,21,148,87.3,109.6,5004.84,135,8,11
2025-04-16,Wednesday,4,April,2,16,0,0,Surgical OPD,8,136,125,137,6,8,26,137,69.3,100.7,3416.02,124,8,11
2025-04-17,Thursday,4,April,2,16,0,0,General OPD,9,153,166,160,14,8,16,160,85.2,104.6,6096.21,147,9,13
2025-04-18,Friday,4,April,2,16,0,0,Pediatrics,9,162,149,143,8,12,14,143,55.6,88.3,4838.08,127,8,15
2025-04-19,Saturday,4,April,2,16,1,0,Pediatrics,9,153,104,103,8,8,15,103,54.1,67.3,3806.63,99,5,14
2025-04-20,Sunday,4,April,2,16,1,0,General OPD,10,180,102,106,7,9,20,106,39.9,58.9,2664.37,104,6,12
2025-04-21,Monday,4,April,2,17,0,0,Medicine,9,153,149,146,10,8,15,146,74.1,95.4,4432.31,141,11,13
2025-04-22,Tuesday,4,April,2,17,0,0,General OPD,9,135,158,170,8,10,30,170,100.0,125.0,6242.81,159,12,11
2025-04-23,Wednesday,4,April,2,17,0,0,Surgical OPD,8,144,148,141,12,11,16,141,69.3,97.9,3627.48,128,7,14
2025-04-24,Thursday,4,April,2,17,0,0,General OPD,9,144,166,159,12,10,15,159,88.0,110.4,4845.61,143,8,11
2025-04-25,Friday,4,April,2,17,0,0,General OPD,10,150,149,142,13,12,18,142,64.1,94.7,4774.89,130,8,14
2025-04-26,Saturday,4,April,2,17,1,0,General OPD,9,162,121,126,6,10,21,126,48.6,77.8,3077.13,119,6,12
2025-04-27,Sunday,4,April,2,17,1,0,Surgical OPD,7,126,90,97,6,7,20,97,48.5,77.0,2591.3,90,6,11
